subject_id,prompt,neg_prompt,gt_image_path,ip_embed_path
subj01,A plate and bowl sitting on a table filled with food.,,hdf5_index_25055,
subj01,A hanging traffic light at an intersection with another traffic light visible in the distance.,,hdf5_index_25056,
subj01,A woman sits on top of a dark black horse.,,hdf5_index_25057,
subj01,herder and cows drinking water on a beach during the day,,hdf5_index_25058,
subj01,The grey truck is loaded down with people.,,hdf5_index_25059,
subj01,A desktop computer monitor sitting next to a bed.,,hdf5_index_25060,
subj01,A stop sign on a piece of paper.,,hdf5_index_25061,
subj01,A very attractive young lady using her cell phone.,,hdf5_index_25062,
subj01,A cell phone and a lighter are are next to a keyboard.,,hdf5_index_25063,
subj01,A woman sitting at a table with a pair of scissors cutting paper.,,hdf5_index_25064,
subj01,a bear in a field next to a fallen large tree,,hdf5_index_25065,
subj01,A giant cruise ship next to another giant cruise ship next to a long pier.,,hdf5_index_25066,
subj01,Two birds standing together by a large rock,,hdf5_index_25067,
subj01,"A view of a grassy field, with cows in the back.",,hdf5_index_25068,
subj01,A person wearing athletic shoes is laying on a bed.,,hdf5_index_25069,
subj01,A train caravan passes by a small town.,,hdf5_index_25070,
subj01,A white refrigerator freezer sitting in a park.,,hdf5_index_25071,
subj01,a polar bear looks for a photo near a rocky surface ,,hdf5_index_25072,
subj01,A wooden clock with the shape of a deer head.,,hdf5_index_25073,
subj01,A man wearing a suit and holding a shoe in his hands.,,hdf5_index_25074,
subj01,A cat sitting in an animal bed with a blanket. ,,hdf5_index_25075,
subj01,A large group of people standing next to bicycles in a building square.,,hdf5_index_25076,
subj01,Two surfers riding surfboards on a small sized wave.,,hdf5_index_25077,
subj01,A woman sitting at a table with a pair of scissors cutting paper.,,hdf5_index_25078,
subj01,a bike parked near a building on a city street,,hdf5_index_25079,
subj01,A shower curtain is open showing the inside of a shower.,,hdf5_index_25080,
subj01,Several horses are huddled closely in front of a mountain range.,,hdf5_index_25081,
subj01,an old photo of three people in a kitchen,,hdf5_index_25082,
subj01,"An overview of the chains, pedals, and chains of a bike.",,hdf5_index_25083,
subj01,A young boy hanging from four yellow poles.,,hdf5_index_25084,
subj01,a big kitchen leading to some office space ,,hdf5_index_25085,
subj01,Man and two boys sitting in a corner booth of a restaurant.,,hdf5_index_25086,
subj01,A man wearing a suit talking a selfie with a cell phone.,,hdf5_index_25087,
subj01,A plane parked on the airstrip at the airport.,,hdf5_index_25088,
subj01,a close up of a pizza on a napkin on a table ,,hdf5_index_25089,
subj01,many people riding bicycles on a city street,,hdf5_index_25090,
subj01,A red bicycle has flowers in its basket,,hdf5_index_25091,
subj01,An older woman is holding a tennis racket in an indoor area.,,hdf5_index_25092,
subj01,An airplane is parked at an airport gate. ,,hdf5_index_25093,
subj01,A little boy that is standing in front of a cake.,,hdf5_index_25094,
subj01,A herd of sheep grazing on a lush green field.,,hdf5_index_25095,
subj01,A slice of pizza sitting on a black and white plate,,hdf5_index_25096,
subj01,An Indian elephant walks around outside during daylight.,,hdf5_index_25097,
subj01,this bathroom has a large jacuzzi tub and a large mirror ,,hdf5_index_25098,
subj01,A stuffed toy animal is next to a mug of candy canes.,,hdf5_index_25099,
subj01,A woman with brown shirt standing with bread in a kitchen.,,hdf5_index_25100,
subj01,Fruit and vegetable bins on display at a market.,,hdf5_index_25101,
subj01,A brown teddy bear sitting on top of a table.,,hdf5_index_25102,
subj01,A cat sitting on the arm of a chair next to a speaker.,,hdf5_index_25103,
subj01,A group of people walking through an airport with luggage.,,hdf5_index_25104,
subj01,A very attractive young lady using her cell phone.,,hdf5_index_25105,
subj01,A busy city street with cars and a double decker bus,,hdf5_index_25106,
subj01,A yellow fire  hydrant laying on it's side.,,hdf5_index_25107,
subj01,A pan topped with two slices of pizza sitting next to a fork.,,hdf5_index_25108,
subj01,A person is doing a high jump on some skis.,,hdf5_index_25109,
subj01,A bell and clock tower against a blue sky.,,hdf5_index_25110,
subj01,A table with some very tasty looking food.,,hdf5_index_25111,
subj01,A hydrant and tree are next to some parking spaces.,,hdf5_index_25112,
subj01,Two soccer teams playing a game of soccer on a field.,,hdf5_index_25113,
subj01,The sign is attached to the fire hydrant.,,hdf5_index_25114,
subj01,a small child is playing with a game controller,,hdf5_index_25115,
subj01,A young boy standing in front of a computer keyboard.,,hdf5_index_25116,
subj01,A cat laying on top of a white cushion.,,hdf5_index_25117,
subj01,A group of sailors around a birthday cake..,,hdf5_index_25118,
subj01,A polar bear eats a carrot on a snowy field.,,hdf5_index_25119,
subj01,A toy train driving on tracks over grass.,,hdf5_index_25120,
subj01,An airplane is parked at an airport gate. ,,hdf5_index_25121,
subj01,A man and woman touching a large elephant ,,hdf5_index_25122,
subj01,A silver motorcycle with many lights parked on the street.,,hdf5_index_25123,
subj01,A bar is shown with a tv and decorations.,,hdf5_index_25124,
subj01,A baseball game showing a batter waiting for a pitch.,,hdf5_index_25125,
subj01,A wooden bench sitting in the middle of a park.,,hdf5_index_25126,
subj01,A bowl filled with oranges on top of a wooden surface.,,hdf5_index_25127,
subj01,A bunch of people who are sitting under umbrellas in the sand.,,hdf5_index_25128,
subj01,The street signs are clearly visible for all of us to see. ,,hdf5_index_25129,
subj01,two traffic lights in front of a huge building ,,hdf5_index_25130,
subj01,the batter is ready to hit the ball,,hdf5_index_25131,
subj01,A large multi layered cake with candles sticking out of it.,,hdf5_index_25132,
subj01,A dog stands next to a skateboard leaned up against a wall.,,hdf5_index_25133,
subj01,"A bathroom with tile flooring and walls, and a white toilet.",,hdf5_index_25134,
subj01,A zebra stands between some trees and grass.,,hdf5_index_25135,
subj01,A picture of a busy road at night ,,hdf5_index_25136,
subj01,A man surfing beside a bird on a cloudy day,,hdf5_index_25137,
subj01,A large multi layered cake with candles sticking out of it.,,hdf5_index_25138,
subj01,The room has many potted plants in the window. ,,hdf5_index_25139,
subj01,A white toilet in a restroom under a counter.,,hdf5_index_25140,
subj01,a man laying on a pile of snow next to a snowboard inside of a building.,,hdf5_index_25141,
subj01,A white horse standing next to a brown horse near a wood and brick fence.,,hdf5_index_25142,
subj01,"A living room with a television, couch and various movies. ",,hdf5_index_25143,
subj01,a person kneeling in front of a toilet in a bathroom ,,hdf5_index_25144,
subj01,A double decker bus is traveling on the road.,,hdf5_index_25145,
subj01,This is a bathroom with a toilet sink and bath,,hdf5_index_25146,
subj01,Green lit tree standing over a red phone booth.,,hdf5_index_25147,
subj01,Two bikes are sitting in the sand on the beach.,,hdf5_index_25148,
subj01,A pizza with green olives and meat on it.,,hdf5_index_25149,
subj01,A colorful kite laying on top of a lush green field.,,hdf5_index_25150,
subj01,Two men sitting in front of a brick building holding skis.,,hdf5_index_25151,
subj01,A time clock with a white hard hat on shelf.,,hdf5_index_25152,
subj01,A man in a park trying to catch a Frisbee.,,hdf5_index_25153,
subj01,A kitchen filled with a metal stove top oven.,,hdf5_index_25154,
subj01,A young man holding a tennis racquet and it's case.,,hdf5_index_25155,
subj01,a road that is all covered in some snow,,hdf5_index_25156,
subj01,Three giraffes standing in front of some artwork depicting ancient Egypt.,,hdf5_index_25157,
subj01,A family is sitting around a dinner table.,,hdf5_index_25158,
subj01,A woman is in a bedroom holding a wine glass.,,hdf5_index_25159,
subj01,a stop sign with the words 'hammer time' added to it ,,hdf5_index_25160,
subj01,Two zebras crossing a dirt road on the plains.,,hdf5_index_25161,
subj01,A yellow and blue fire hydrant outside of a brick building,,hdf5_index_25162,
subj01,A bathroom with green walls that has two sinks and two toilets with one bathtub. ,,hdf5_index_25163,
subj01,Small white bowl full of re-fried beans next to a toaster.,,hdf5_index_25164,
subj01,Cars going past an intersection with lights at night.,,hdf5_index_25165,
subj01,A man standing next to a motorcycle. ,,hdf5_index_25166,
subj01,A person riding a snowboard down a snow covered slople,,hdf5_index_25167,
subj01,an image of a couple playing Frisbee in the sand,,hdf5_index_25168,
subj01,A man that is walking with a surfboard in the sand.,,hdf5_index_25169,
subj01,A city bus stopped at a bus stop next to a building.,,hdf5_index_25170,
subj01,A surfer rides a small wave and has a good balance.,,hdf5_index_25171,
subj01,A couple of zebras are standing in the grass,,hdf5_index_25172,
subj01,A surfer rides a small wave and has a good balance.,,hdf5_index_25173,
subj01,A man drives people in a horse and carriage. ,,hdf5_index_25174,
subj01,A man riding a surfboard on a wave in the ocean.,,hdf5_index_25175,
subj01,A group of sailors around a birthday cake..,,hdf5_index_25176,
subj01,a bear in a field next to a fallen large tree,,hdf5_index_25177,
subj01,Two cows stand in a field near a wire fence.,,hdf5_index_25178,
subj01,Two bikes are sitting in the sand on the beach.,,hdf5_index_25179,
subj01,"The bathroom is clean and ready to be used
",,hdf5_index_25180,
subj01,An unfinished pizza is sitting on the counter.,,hdf5_index_25181,
subj01,two white brown and black birds on the grass,,hdf5_index_25182,
subj01,A yellow and blue fire hydrant outside of a brick building,,hdf5_index_25183,
subj01,this is a bench out near a field,,hdf5_index_25184,
subj01,A shower curtain is open showing the inside of a shower.,,hdf5_index_25185,
subj01,SOME GOOD WAVES FOR TWO SURFERS IN THE OCEAN,,hdf5_index_25186,
subj01,A group of people standing on skis in the snow.,,hdf5_index_25187,
subj01,A bathroom with a marble counter top under a  mirror.,,hdf5_index_25188,
subj01,A person in a red coat is snowboarding in a wooded area.,,hdf5_index_25189,
subj01,A young boy standing in front of a computer keyboard.,,hdf5_index_25190,
subj01,A baby in a blue dress sitting on a grass covered field.,,hdf5_index_25191,
subj01,a dog that is on a black skateboard,,hdf5_index_25192,
subj01,A woman riding skis on top of snow covered ground.,,hdf5_index_25193,
subj01,a modern flush toilet in a bathroom with tile. ,,hdf5_index_25194,
subj01,A doll house living room filed with furniture and a persian rug.,,hdf5_index_25195,
subj01,An elephant standing in the middle of a lush green forest.,,hdf5_index_25196,
subj01,a man sitting on a bench with a backpack and a cane ,,hdf5_index_25197,
subj01,A pizza with green olives and meat on it.,,hdf5_index_25198,
subj01,Three metal pans filled with different types of food.,,hdf5_index_25199,
subj01,A building with a clock on the front of it. ,,hdf5_index_25200,
subj01,A picture of an old church with a big clock bell tower.,,hdf5_index_25201,
subj01,A family is sitting around a dinner table.,,hdf5_index_25202,
subj01,a couple of people sitting on a bench in a park.,,hdf5_index_25203,
subj01,A large white bird walking across a pond.,,hdf5_index_25204,
subj01,a cat on a wooden structure behind a fence,,hdf5_index_25205,
subj01,A train riding along tracks by a street light in front of an apartment building.,,hdf5_index_25206,
subj01,Two surfers riding surfboards on a small sized wave.,,hdf5_index_25207,
subj01,Two abandoned blue train cars in a large grassy field.,,hdf5_index_25208,
subj01,A man standing on a skateboard riding it down a sidewalk.,,hdf5_index_25209,
subj01,A chef preparing vegetables at a counter in a kitchen.,,hdf5_index_25210,
subj01,a close up of a very small microwave on a counter top,,hdf5_index_25211,
subj01,A woman is in a bedroom holding a wine glass.,,hdf5_index_25212,
subj01,A large truck drives down a quiet street.,,hdf5_index_25213,
subj01,A crowded subway train car with all seats occupied.,,hdf5_index_25214,
subj01,A group of people riding skis on top of snow covered ground.,,hdf5_index_25215,
subj01,a bathroom with a white sink next to a white bath tub.,,hdf5_index_25216,
subj01,A man in a park trying to catch a Frisbee.,,hdf5_index_25217,
subj01,"A bowl of cereal with milk, bananas, raspberries and blueberries.",,hdf5_index_25218,
subj01,A cat sitting in an animal bed with a blanket. ,,hdf5_index_25219,
subj01,A large group of people standing next to bicycles in a building square.,,hdf5_index_25220,
subj01,A cat ays on the floor in an office.,,hdf5_index_25221,
subj01,Clear blue sky's with a plane flying by.,,hdf5_index_25222,
subj01,A person riding a snowboard down a hill.,,hdf5_index_25223,
subj01,An oven mounted in a wall with two knobs and a small window.,,hdf5_index_25224,
subj01,A small airplane flying over a body of water.,,hdf5_index_25225,
subj01,A train makes its way down a track next to an open field.,,hdf5_index_25226,
subj01,A white plate with two crab cakes and fries.,,hdf5_index_25227,
subj01,Two giraffe laying on a lush green field.,,hdf5_index_25228,
subj01,A man and a  woman cutting a cake while embracing.,,hdf5_index_25229,
subj01,A man that is walking with a surfboard in the sand.,,hdf5_index_25230,
subj01,A person wearing athletic shoes is laying on a bed.,,hdf5_index_25231,
subj01,An above view of a large calm river,,hdf5_index_25232,
subj01,A man holding a surfboard stands on rocks and looks down at the ocean. ,,hdf5_index_25233,
subj01,A man flying through the air on top of a skateboard.,,hdf5_index_25234,
subj01,train pulling up the track while people wait on the sidewalk,,hdf5_index_25235,
subj01,A skier that just made a jump several feet up in the air.,,hdf5_index_25236,
subj01,Two birds standing together by a large rock,,hdf5_index_25237,
subj01,There are a lot of people sitting by the fountain.,,hdf5_index_25238,
subj01,A small black dog sitting on top of a sandy beach.,,hdf5_index_25239,
subj01,A horse is standing inside a pen next to a smaller horse.,,hdf5_index_25240,
subj01,A boy jumping in the air returning a serve on a tennis court,,hdf5_index_25241,
subj01,A cat laying on suitcase with another cat standing behind it.,,hdf5_index_25242,
subj01,Several motorcycles riding down the road in formation.,,hdf5_index_25243,
subj01,A long row of scooters stretch down the length along a sidewalk.,,hdf5_index_25244,
subj01,A group of sheep gathers under a tree in a grassy field.,,hdf5_index_25245,
subj01,a number of large air planes at terminals ,,hdf5_index_25246,
subj01,A small ceramic hole is used as a toilet in the concrete room.,,hdf5_index_25247,
subj01,A bell and clock tower against a blue sky.,,hdf5_index_25248,
subj01,A white toilet and towel in a room.,,hdf5_index_25249,
subj01,A man in a wet suit holding a white surfboard walking into the ocean.,,hdf5_index_25250,
subj01,The room has many potted plants in the window. ,,hdf5_index_25251,
subj01,A cat is sleeping with his head resting on an electronics box. ,,hdf5_index_25252,
subj01,there are many different foods on a clear glass plate,,hdf5_index_25253,
subj01,A street sign that shows Broadway and two different Wall Streets.,,hdf5_index_25254,
subj01,A zebra stands between some trees and grass.,,hdf5_index_25255,
subj01,a big bag of sandwiches that are in a large group,,hdf5_index_25256,
subj01,A group of children playing a game of soccer.,,hdf5_index_25257,
subj01,A hand cuts a piece of paper with scissors.,,hdf5_index_25258,
subj01,A man taking a swing at a tennis ball,,hdf5_index_25259,
subj01,A stir-fry vegetable dish arranged in a bowl.,,hdf5_index_25260,
subj01,Two zebras crossing a dirt road on the plains.,,hdf5_index_25261,
subj01,An Indian elephant walks around outside during daylight.,,hdf5_index_25262,
subj01,A plate of food sits on a plane table.,,hdf5_index_25263,
subj01,A basket filled with lots of different produce.,,hdf5_index_25264,
subj01,A hot dog bun filled with vegetables on top of a counter.,,hdf5_index_25265,
subj01,A finger pushing a parking meter in front of a blue car.,,hdf5_index_25266,
subj01,A polka for umbrella with a person under it walking. ,,hdf5_index_25267,
subj01,An older woman is holding a tennis racket in an indoor area.,,hdf5_index_25268,
subj01,A boy in striped shirt playing with a tie in a closet.,,hdf5_index_25269,
subj01,A group of people sitting at tables on laptop computers.,,hdf5_index_25270,
subj01,A white bathroom sink under a large mirror.,,hdf5_index_25271,
subj01,a bunch of people outside in a snow storm,,hdf5_index_25272,
subj01,A bar is shown with a tv and decorations.,,hdf5_index_25273,
subj01,A giant cruise ship next to another giant cruise ship next to a long pier.,,hdf5_index_25274,
subj01,A hydrant and tree are next to some parking spaces.,,hdf5_index_25275,
subj01,A large group of people standing next to bicycles in a building square.,,hdf5_index_25276,
subj01,Three zebra are walking down a dirt road.,,hdf5_index_25277,
subj01,A woman with sunglasses holds a bat while a man in a red shirt stands behind her as they stand in a grass area.,,hdf5_index_25278,
subj01,A set of cutting devices sitting inside of a display case.,,hdf5_index_25279,
subj01,Baseball players seen playing the game through the fence. ,,hdf5_index_25280,
subj01,A person in a red coat is snowboarding in a wooded area.,,hdf5_index_25281,
subj01,A girl with a colorful shirt on his a tennis racket in her hand.,,hdf5_index_25282,
subj01,A white sink sitting under a mirror next to a toilet.,,hdf5_index_25283,
subj01,A group of people sitting at tables on laptop computers.,,hdf5_index_25284,
subj01,Statue of a horse with young woman laying down underneath,,hdf5_index_25285,
subj01,A man standing on a skateboard riding it down a sidewalk.,,hdf5_index_25286,
subj01,three giraffes behind a fence with a tree near by,,hdf5_index_25287,
subj01,A little kid that is on a skateboard.,,hdf5_index_25288,
subj01,a chopping board with some cakes on it ,,hdf5_index_25289,
subj01,A low shot of a man on a snow board.,,hdf5_index_25290,
subj01,Three baseball players in uniform playing a game of baseball,,hdf5_index_25291,
subj01,young kid rides bike next to white car in wooded setting,,hdf5_index_25292,
subj01,A zebra grazing in a field with a log in the foreground.,,hdf5_index_25293,
subj01,A person in a red coat is snowboarding in a wooded area.,,hdf5_index_25294,
subj01,A desktop computer monitor sitting next to a bed.,,hdf5_index_25295,
subj01,An elephant grazes in a field of green grass,,hdf5_index_25296,
subj01,A child on skis riding down a snow filled slope.,,hdf5_index_25297,
subj01,"People are in the water at the beach, and one is walking with a surfboard.",,hdf5_index_25298,
subj01,A man riding a kiteboard over the ocean under a cloudy sky.,,hdf5_index_25299,
subj01,Two zookeepers feeding two giraffes in a zoo.,,hdf5_index_25300,
subj01,A guy on skis squatting while going down a hill.,,hdf5_index_25301,
subj01,A row of bikes that are all parked next to each other.,,hdf5_index_25302,
subj01,A woman eating a yellow banana next to a window.,,hdf5_index_25303,
subj01,A person is cutting up a slice of pizza.,,hdf5_index_25304,
subj01,"A modern round sink is white, with lotion bottles beside it.",,hdf5_index_25305,
subj01,A zebra with black and white stripes standing around.,,hdf5_index_25306,
subj01,a white bus is on a busy street,,hdf5_index_25307,
subj01,A city street with old buildings and a clock tower. ,,hdf5_index_25308,
subj01,A blue and yellow train traveling across a rail bridge.,,hdf5_index_25309,
subj01,A cat and dog laying next to one another,,hdf5_index_25310,
subj01,A tennis player wearing white holds out his tennis racket as a ball floats in the air near it.,,hdf5_index_25311,
subj01,There are a lot of people sitting by the fountain.,,hdf5_index_25312,
subj01,A number of teddy bears in a shopping basket,,hdf5_index_25313,
subj01,There is a plate with a meat and mashed potatoes,,hdf5_index_25314,
subj01,A group of people who are flying kites.,,hdf5_index_25315,
subj01,a tennis player getting ready to hit a serve,,hdf5_index_25316,
subj01,A group of older people sitting around a table together.,,hdf5_index_25317,
subj01,A man riding down a street on a bike holding a surfboard.,,hdf5_index_25318,
subj01,some people standing on the street looking a train ,,hdf5_index_25319,
subj01,A stuffed teddy bear sitting on top of a cloth bag.,,hdf5_index_25320,
subj01,a cat rests its head under a blanket,,hdf5_index_25321,
subj01,The woman is in the grocery store looking quizzically the large bag of broccoli she is holding.,,hdf5_index_25322,
subj01,A person is riding down a hill on a skateboard.,,hdf5_index_25323,
subj01,Four animals grazing on a hill overlooking mountains. ,,hdf5_index_25324,
subj01,A teddy bear nestled next to a swaddled baby.,,hdf5_index_25325,
subj01,A conveyor belt covered in donuts in a kitchen.,,hdf5_index_25326,
subj01,Young people stand in front of a hill where many others are flying kites.,,hdf5_index_25327,
subj01,a person holding a pair of skis on a snowy surface,,hdf5_index_25328,
subj01,A man and woman touching a large elephant ,,hdf5_index_25329,
subj01,A man standing on a skateboard riding it down a sidewalk.,,hdf5_index_25330,
subj01,A cat sleeping on top of a closed suit case.,,hdf5_index_25331,
subj01,A young lady seated on a horse accompanied by two companions at the race track.,,hdf5_index_25332,
subj01,There are plastic disks in this metal basket and chains above the basket. ,,hdf5_index_25333,
subj01,two men in suits standing next to each other ,,hdf5_index_25334,
subj01,A traffic light hanging off the side of a wall.,,hdf5_index_25335,
subj01,A man in a red shirt in a bathroom with two mirror and a photo,,hdf5_index_25336,
subj01,A young girl wearing a red tie is adjusting her glasses. ,,hdf5_index_25337,
subj01,A pretty young woman holding a kite while standing in a park.,,hdf5_index_25338,
subj01,A man surfing beside a bird on a cloudy day,,hdf5_index_25339,
subj01,A street scene looking at a Dunkin Donuts. ,,hdf5_index_25340,
subj01,Three horses graze next to a scenic lake.,,hdf5_index_25341,
subj01,two white brown and black birds on the grass,,hdf5_index_25342,
subj01,Two ladies skating on the road as people watch,,hdf5_index_25343,
subj01,A boy jumping in the air returning a serve on a tennis court,,hdf5_index_25344,
subj01,A black and white cat sitting in a window looking out.,,hdf5_index_25345,
subj01,A woman with brown shirt standing with bread in a kitchen.,,hdf5_index_25346,
subj01,A man and a woman sitting at a table eating a pizza.,,hdf5_index_25347,
subj01,lots of people are on skies on the snow.,,hdf5_index_25348,
subj01,a bath room with a toilet a sink and a mirror,,hdf5_index_25349,
subj01,"A human a doing something right now that is full.
",,hdf5_index_25350,
subj01,Cows roaming a field that is grassy and very green.,,hdf5_index_25351,
subj01,A metallic freezer refrigerator combo in a kitchen.,,hdf5_index_25352,
subj01,"Apples, plums, peaches and pears sitting on a metal counter top.",,hdf5_index_25353,
subj01,A man riding a motorcycle with a woman on back of it.,,hdf5_index_25354,
subj01,A man on a skateboard on a city street.,,hdf5_index_25355,
subj01,A living room full of furniture with windows.,,hdf5_index_25356,
subj01,A plate and bowl sitting on a table filled with food.,,hdf5_index_25357,
subj01,A man looking over his glasses with a tie and suspenders on. ,,hdf5_index_25358,
subj01,A boy touches a frog on an orange Frisbee.,,hdf5_index_25359,
subj01,A woman sitting on a couch in a living room.,,hdf5_index_25360,
subj01,"A man wearing glasses and a shirt and tie poses for a photo outside, in a courtyard",,hdf5_index_25361,
subj01,A woman holding a Nintendo Wii game controller.,,hdf5_index_25362,
subj01,a tennis player getting ready to hit a serve,,hdf5_index_25363,
subj01,A stuffed teddy bear sitting on top of a cloth bag.,,hdf5_index_25364,
subj01,City street with cars and motorcycles parked by the curb.,,hdf5_index_25365,
subj01,a baseball player swinging a bat on top of a green field.,,hdf5_index_25366,
subj01,A cat sitting in an animal bed with a blanket. ,,hdf5_index_25367,
subj01,A bicycle is parked next to a bench. ,,hdf5_index_25368,
subj01,A bus stops next to a street sign.,,hdf5_index_25369,
subj01,a couple of giraffes are near some trees,,hdf5_index_25370,
subj01,A small horse is standing in the grass next to a larger horse.,,hdf5_index_25371,
subj01,There are a lot of people sitting by the fountain.,,hdf5_index_25372,
subj01,a bath room with a toilet a bath tub and curtains,,hdf5_index_25373,
subj01,a close up of a pizza on a napkin on a table ,,hdf5_index_25374,
subj01,A goalie standing in front of a soccer goal.,,hdf5_index_25375,
subj01,A picture of a busy road at night ,,hdf5_index_25376,
subj01,a silver stove sits next to a counter top,,hdf5_index_25377,
subj01,Three skiers posing for a picture on the slope.,,hdf5_index_25378,
subj01,Several motorcycles riding down the road in formation.,,hdf5_index_25379,
subj01,A very tall brick clock tower sitting in the middle of a city.,,hdf5_index_25380,
subj01,a couple of giraffes are near some trees,,hdf5_index_25381,
subj01,A bunch of bananas hanging from a tree with sky in background.,,hdf5_index_25382,
subj01,A little child standing next to a yellow fire hydrant.,,hdf5_index_25383,
subj01,some broccoli a piece of chicken and some white rice,,hdf5_index_25384,
subj01,A display in a store filled with lots of different apples.,,hdf5_index_25385,
subj01,A counter topped with different condiments next to a sink.,,hdf5_index_25386,
subj01,A pretty young woman holding a kite while standing in a park.,,hdf5_index_25387,
subj01,A woman standing on the street is talking on her cell phone.,,hdf5_index_25388,
subj01,A person is walking and holding an umbrella. ,,hdf5_index_25389,
subj01,a chopping board with some cakes on it ,,hdf5_index_25390,
subj01,A man is holding a glass while surrounded by bottle of wine.,,hdf5_index_25391,
subj01,The dog is pulling a woman on a skateboard.,,hdf5_index_25392,
subj01,A plate of food sits on a plane table.,,hdf5_index_25393,
subj01,a man with luggage holding a red striped umbrella,,hdf5_index_25394,
subj01,A herd of giraffe standing around a tree in a field.,,hdf5_index_25395,
subj01,a close up of a plate of food with broccoli,,hdf5_index_25396,
subj01,Computer desk with two desktops and a television with large mess of wires behind,,hdf5_index_25397,
subj01,there is a man walking along the beach with a surfboard,,hdf5_index_25398,
subj01,a number of cows in a field near trees,,hdf5_index_25399,
subj01,Man with food items walking on sidewalk while listening to audio.,,hdf5_index_25400,
subj01,A cat is sleeping with his head resting on an electronics box. ,,hdf5_index_25401,
subj01,A man is reaching for a chair on a ferry boat.,,hdf5_index_25402,
subj01,there are many different foods on a clear glass plate,,hdf5_index_25403,
subj01,Black and white photograph of a teddy bear sitting in a chair.,,hdf5_index_25404,
subj01,A bowl full or oranges sitting on top of a wooden table.,,hdf5_index_25405,
subj01,A woman sitting at a table with a pair of scissors cutting paper.,,hdf5_index_25406,
subj01,A little girl laying in bed with a tray of breakfast foods.,,hdf5_index_25407,
subj01,a woman lying on a bed underneath a blanket,,hdf5_index_25408,
subj01,A stack of orange cups sitting next to a pair of scissors.,,hdf5_index_25409,
subj01,A cat sleeping on top of a closed suit case.,,hdf5_index_25410,
subj01,A boy jumping in the air returning a serve on a tennis court,,hdf5_index_25411,
subj01,A cat sleeping on top of a closed suit case.,,hdf5_index_25412,
subj01,A group of young women getting food from a table.,,hdf5_index_25413,
subj01,A filtered image of a microwave available to use in a store. ,,hdf5_index_25414,
subj01,A train car sitting underneath a enclosure near a pole..,,hdf5_index_25415,
subj01,A plate of cooked broccoli in a brown sauce.,,hdf5_index_25416,
subj01,a little girl hold a bundle of bananas,,hdf5_index_25417,
subj01,A woman is taking a bite from some pizza.,,hdf5_index_25418,
subj01,Two giraffes walking on grass next to a few trees.,,hdf5_index_25419,
subj01,a woman holding up a phone to take a picture at a dam ,,hdf5_index_25420,
subj01,A dinning table with drinking glasses on it.,,hdf5_index_25421,
subj01,A man in full gear stands next to his motorcycle,,hdf5_index_25422,
subj01,An outdoor vendors stall is featuring fresh fruits,,hdf5_index_25423,
subj01,Guy riding skateboard in a park in front of graffiti filled wall,,hdf5_index_25424,
subj01,A blue new motorcycle being shown off in a lot,,hdf5_index_25425,
subj01,A bicycle is parked next to a bench. ,,hdf5_index_25426,
subj01,An elephant swings its trunk in the middle of an open field.,,hdf5_index_25427,
subj01,a long herd of elephants walking down part of a bridge,,hdf5_index_25428,
subj01,A small airplane flying over a body of water.,,hdf5_index_25429,
subj01,A woman and a man playing a game with remote controllers.,,hdf5_index_25430,
subj01,"A baseball player is running into home base, seen fro the stands.",,hdf5_index_25431,
subj01,A dog is riding the waves on a surfboard.,,hdf5_index_25432,
subj01,A couple sitting on a couch watching television.,,hdf5_index_25433,
subj01,two cat getting ready to get into a fight,,hdf5_index_25434,
subj01,There is a blue train coming down the tracks.,,hdf5_index_25435,
subj01,Two cows stand in a field near a wire fence.,,hdf5_index_25436,
subj01,A display of various fruits on a white background,,hdf5_index_25437,
subj01,A train traveling down tracks on top of snow covered ground.,,hdf5_index_25438,
subj01,A vase of plants and flower sitting on a plaid cloth.,,hdf5_index_25439,
subj01,Two people pushing a green cart down the middle of a street.,,hdf5_index_25440,
subj01,A cat holds its face near the opening of a bottle. ,,hdf5_index_25441,
subj01,two persons standing outside a moving sub train,,hdf5_index_25442,
subj01,A pink toothbrush covered in toothpaste in front of a mirror.,,hdf5_index_25443,
subj01,A young boy holding a snow board and a pair of shoes.,,hdf5_index_25444,
subj01,A woman crossing a city street while carrying groceries.,,hdf5_index_25445,
subj01,A time clock with a white hard hat on shelf.,,hdf5_index_25446,
subj01,A hospital like bed with brown straps on the bottom,,hdf5_index_25447,
subj01,A red double decker bus with an open air top.,,hdf5_index_25448,
subj01,a bench with a wall and pavement ,,hdf5_index_25449,
subj01,a phone with lines running on the sreen,,hdf5_index_25450,
subj01,An elephant with large tusk standing on a hill.,,hdf5_index_25451,
subj01,A picture of a small kitchen with appliances.,,hdf5_index_25452,
subj01,A young man standing next to a skateboard.,,hdf5_index_25453,
subj01,A hand cuts a piece of paper with scissors.,,hdf5_index_25454,
subj01,A girl in white shirt painting a black umbrella.,,hdf5_index_25455,
subj01,A man and a boy are pulling a horse and cart along a shore.,,hdf5_index_25456,
subj01,A black cat underneath a umbrella in a room.,,hdf5_index_25457,
subj01,A picture of a busy road at night ,,hdf5_index_25458,
subj01,a bus on a city street next to a traffic light,,hdf5_index_25459,
subj01,Two birds standing together by a large rock,,hdf5_index_25460,
subj01,two big dogs play in the baby outdoor swimming pool ,,hdf5_index_25461,
subj01,A goalie standing in front of a soccer goal.,,hdf5_index_25462,
